{'device_time_stamp': 184518991062, 'system_time_stamp': 184811028161, 'left_gaze_point_on_display_area': (0.06992484629154205, 0.220445454120636), 'left_gaze_point_in_user_coordinate_system': (-222.92068481445312, 250.1190185546875, 80.39411163330078), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.8046722412109375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-40.34259796142578, -9.556695938110352, 612.0042724609375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5885600447654724, 0.5234588980674744, 0.3701053857803345), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.045180901885032654, 0.1736157089471817), 'right_gaze_point_in_user_coordinate_system': (-235.99960327148438, 264.6565856933594, 85.6853256225586), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.826629638671875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (20.596778869628906, -6.1337385177612305, 611.8525390625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.45409494638442993, 0.5160036087036133, 0.3676978051662445), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184521057773, 'system_time_stamp': 184813094872, 'left_gaze_point_on_display_area': (0.747586727142334, 0.2502462565898895), 'left_gaze_point_in_user_coordinate_system': (135.27206420898438, 240.86782836914062, 77.02693176269531), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.751129150390625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-22.81209945678711, 10.022624969482422, 623.2088012695312), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5488765239715576, 0.4810101091861725, 0.3932327926158905), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.6976712346076965, 0.18550027906894684), 'right_gaze_point_in_user_coordinate_system': (108.88816833496094, 260.9671936035156, 84.34252166748047), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7732391357421875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (38.08355712890625, 12.702570915222168, 625.4152221679688), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4175121486186981, 0.4754762649536133, 0.39982086420059204), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184521074440, 'system_time_stamp': 184813111539, 'left_gaze_point_on_display_area': (0.7152279615402222, 0.27344706654548645), 'left_gaze_point_in_user_coordinate_system': (118.16815185546875, 233.66552734375, 74.40550231933594), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.726593017578125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-22.678926467895508, 9.4647216796875, 622.9064331054688), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5486165285110474, 0.48220160603523254, 0.392526775598526), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.669217586517334, 0.19826453924179077), 'right_gaze_point_in_user_coordinate_system': (93.84835815429688, 257.0047302246094, 82.90031433105469), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7591094970703125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (38.274681091308594, 12.011677742004395, 624.94677734375), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4170322120189667, 0.4769357740879059, 0.39877572655677795), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184521091106, 'system_time_stamp': 184813128206, 'left_gaze_point_on_display_area': (0.7117689251899719, 0.2669356167316437), 'left_gaze_point_in_user_coordinate_system': (116.33977508544922, 235.68690490722656, 75.14122772216797), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.732421875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-22.38936996459961, 8.943487167358398, 622.3673095703125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5480387806892395, 0.4832988381385803, 0.3912981152534485), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.6635134220123291, 0.2048405557870865), 'right_gaze_point_in_user_coordinate_system': (90.83326721191406, 254.96331787109375, 82.15728759765625), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7669677734375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (38.56367492675781, 11.39218521118164, 624.6510009765625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4163662791252136, 0.4782557785511017, 0.39812517166137695), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184521107776, 'system_time_stamp': 184813144876, 'left_gaze_point_on_display_area': (0.7070425748825073, 0.276189923286438), 'left_gaze_point_in_user_coordinate_system': (113.84159088134766, 232.81402587890625, 74.09561920166016), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.7289581298828125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-22.097400665283203, 8.4833984375, 621.990234375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5474404692649841, 0.4842754602432251, 0.39042624831199646), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.6659663319587708, 0.20303279161453247), 'right_gaze_point_in_user_coordinate_system': (92.1298599243164, 255.52450561523438, 82.36152648925781), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7751007080078125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (38.85449981689453, 10.764938354492188, 624.0501708984375), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4156492054462433, 0.4795716404914856, 0.396814227104187), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184521124443, 'system_time_stamp': 184813161543, 'left_gaze_point_on_display_area': (0.7111307382583618, 0.26485568284988403), 'left_gaze_point_in_user_coordinate_system': (116.00243377685547, 236.3325958251953, 75.37619018554688), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.7291412353515625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-21.83188247680664, 8.096742630004883, 621.7092895507812), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5468901991844177, 0.4850994050502777, 0.38977089524269104), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.6604154109954834, 0.19949153065681458), 'right_gaze_point_in_user_coordinate_system': (89.19578552246094, 256.62384033203125, 82.76168823242188), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.770416259765625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (39.14530563354492, 10.259722709655762, 623.7905883789062), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4149829149246216, 0.48064935207366943, 0.396253764629364), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184521141109, 'system_time_stamp': 184813178210, 'left_gaze_point_on_display_area': (0.7133755087852478, 0.28350380063056946), 'left_gaze_point_in_user_coordinate_system': (117.18898010253906, 230.54356384277344, 73.26917266845703), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.7353973388671875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-21.55707359313965, 7.83201265335083, 621.1819458007812), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5463400483131409, 0.4856429100036621, 0.38858816027641296), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.6698597073554993, 0.1987883746623993), 'right_gaze_point_in_user_coordinate_system': (94.18773651123047, 256.8421630859375, 82.841064453125), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7925262451171875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (39.423545837402344, 9.854297637939453, 623.5728759765625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.41434937715530396, 0.4815142750740051, 0.3957904279232025), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184521157778, 'system_time_stamp': 184813194879, 'left_gaze_point_on_display_area': (0.714792013168335, 0.2812143564224243), 'left_gaze_point_in_user_coordinate_system': (117.9377212524414, 231.25430297851562, 73.52787780761719), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.721954345703125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-21.304155349731445, 7.594516754150391, 620.8897705078125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5458164811134338, 0.4861425459384918, 0.3879198133945465), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.6646943092346191, 0.20491841435432434), 'right_gaze_point_in_user_coordinate_system': (91.45747375488281, 254.9391632080078, 82.14842987060547), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7870025634765625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (39.679283142089844, 9.523107528686523, 623.3336181640625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4137604534626007, 0.48221713304519653, 0.3952833116054535), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184521174444, 'system_time_stamp': 184813211545, 'left_gaze_point_on_display_area': (0.7130698561668396, 0.28087756037712097), 'left_gaze_point_in_user_coordinate_system': (117.02741241455078, 231.3588104248047, 73.56600952148438), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.732421875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-21.075725555419922, 7.401135444641113, 620.6591796875), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5453402996063232, 0.4865502715110779, 0.38739013671875), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.6635250449180603, 0.20873141288757324), 'right_gaze_point_in_user_coordinate_system': (90.83946228027344, 253.75547790527344, 81.71766662597656), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7873382568359375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (39.91779327392578, 9.260677337646484, 623.143798828125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.41321584582328796, 0.4827744960784912, 0.39488643407821655), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184521191111, 'system_time_stamp': 184813228213, 'left_gaze_point_on_display_area': (0.7105869054794312, 0.26851850748062134), 'left_gaze_point_in_user_coordinate_system': (115.71500396728516, 235.1955108642578, 74.9623794555664), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.7383575439453125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.871421813964844, 7.228989601135254, 620.4490966796875), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5449143648147583, 0.48691317439079285, 0.38690850138664246), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.6642638444900513, 0.20946291089057922), 'right_gaze_point_in_user_coordinate_system': (91.2299575805664, 253.5283966064453, 81.63500213623047), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.784912109375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.11994934082031, 9.052734375, 622.9140625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.41274306178092957, 0.4832109808921814, 0.39440202713012695), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184521207778, 'system_time_stamp': 184813244880, 'left_gaze_point_on_display_area': (0.7102365493774414, 0.27029189467430115), 'left_gaze_point_in_user_coordinate_system': (115.52982330322266, 234.64498901367188, 74.7619857788086), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.744384765625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.705589294433594, 7.066732406616211, 620.3330688476562), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5445640087127686, 0.4872603714466095, 0.38663461804389954), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.669467568397522, 0.20802761614322662), 'right_gaze_point_in_user_coordinate_system': (93.98048400878906, 253.9739227294922, 81.79721069335938), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.784088134765625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.29461669921875, 8.856476783752441, 622.805908203125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4123486578464508, 0.48363053798675537, 0.39417845010757446), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184521224444, 'system_time_stamp': 184813261546, 'left_gaze_point_on_display_area': (0.7137281894683838, 0.2820567786693573), 'left_gaze_point_in_user_coordinate_system': (117.3753890991211, 230.9927520751953, 73.4327621459961), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.728363037109375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.56869125366211, 6.8995795249938965, 620.1818237304688), 'left_gaze_origin_in_trackbox_coordinate_system': (0.544279158115387, 0.4876162111759186, 0.386286199092865), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.6713817119598389, 0.20840059220790863), 'right_gaze_point_in_user_coordinate_system': (94.99227905273438, 253.85816955566406, 81.7550277709961), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.770843505859375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.442848205566406, 8.650208473205566, 622.65771484375), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4120049476623535, 0.484069287776947, 0.3938639760017395), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184521241110, 'system_time_stamp': 184813278213, 'left_gaze_point_on_display_area': (0.7122254371643066, 0.2719666659832001), 'left_gaze_point_in_user_coordinate_system': (116.58108520507812, 234.1250762939453, 74.57279205322266), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.7408599853515625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.448192596435547, 6.78922176361084, 620.018798828125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5440307855606079, 0.4878475069999695, 0.38591694831848145), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.6679016947746277, 0.20050808787345886), 'right_gaze_point_in_user_coordinate_system': (93.15282440185547, 256.3082580566406, 82.64678955078125), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.767242431640625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.57470703125, 8.511869430541992, 622.6741943359375), 'right_gaze_origin_in_trackbox_coordinate_system': (0.41172266006469727, 0.48437127470970154, 0.39390894770622253), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184521257777, 'system_time_stamp': 184813294880, 'left_gaze_point_on_display_area': (0.7097973227500916, 0.28609657287597656), 'left_gaze_point_in_user_coordinate_system': (115.29762268066406, 229.73866271972656, 72.9762954711914), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.712615966796875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.3724365234375, 6.701518535614014, 619.93896484375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5438726544380188, 0.48803436756134033, 0.38573288917541504), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.6692777276039124, 0.2086528241634369), 'right_gaze_point_in_user_coordinate_system': (93.880126953125, 253.77987670898438, 81.72649383544922), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7552642822265625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.66298294067383, 8.418865203857422, 622.4908447265625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.411502480506897, 0.48456162214279175, 0.3935176730155945), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184521274443, 'system_time_stamp': 184813311546, 'left_gaze_point_on_display_area': (0.7102925777435303, 0.2840646803379059), 'left_gaze_point_in_user_coordinate_system': (115.55941009521484, 230.36941528320312, 73.20588684082031), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.6955413818359375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.31050682067871, 6.613940715789795, 619.8895263671875), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5437421202659607, 0.48822274804115295, 0.38561588525772095), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.6731163263320923, 0.22025783360004425), 'right_gaze_point_in_user_coordinate_system': (95.90908813476562, 250.17726135253906, 80.41532135009766), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.73834228515625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.75946807861328, 8.307258605957031, 622.586669921875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4113093912601471, 0.4848106801509857, 0.3937316834926605), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184521291110, 'system_time_stamp': 184813328213, 'left_gaze_point_on_display_area': (0.7053894400596619, 0.30920732021331787), 'left_gaze_point_in_user_coordinate_system': (112.96778106689453, 222.5642852783203, 70.36506652832031), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.627777099609375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.252544403076172, 6.583977699279785, 620.0421142578125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5436039566993713, 0.48829734325408936, 0.3859414756298065), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.6669374108314514, 0.23455259203910828), 'right_gaze_point_in_user_coordinate_system': (92.64313507080078, 245.73971557617188, 78.80010986328125), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.69866943359375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (40.849700927734375, 8.239813804626465, 622.650634765625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.41112464666366577, 0.4849615693092346, 0.393878698348999), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184521307777, 'system_time_stamp': 184813344880, 'left_gaze_point_on_display_area': (0.7311930060386658, 0.31313925981521606), 'left_gaze_point_in_user_coordinate_system': (126.60680389404297, 221.34368896484375, 69.9207534790039), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.634765625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-20.07846450805664, 6.59428596496582, 620.0751953125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5432230234146118, 0.4882771968841553, 0.386001855134964), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.7081406712532043, 0.20529907941818237), 'right_gaze_point_in_user_coordinate_system': (114.42202758789062, 254.8209991455078, 82.10545349121094), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.707244873046875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (41.044288635253906, 8.242435455322266, 622.8963623046875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4107434153556824, 0.4849720597267151, 0.394439160823822), 'right_gaze_origin_validity': 1}
